頻出単語,出現回数
忘れ物,1
見送る,1
見送っ,1
修行,1
来客,1
心地よく,1
気働き,1
学ぶ,1
書く,1
念頭,1
において,1
記し,1
戴けれ,1
tabelog,1
diarydtl,1
にとって,1
会い,1
週末,1
早い,1
減らし,1
中身,1
充実,1
アピール,1
たいして,1
お金,1
使う,1
めんどくさい,1
分り,1
挽回,1
まだまだ,1
相手,1
オーラ,1
くるくる,1
まわっ,1
サッと,1
調子,1
つかみ,1
♪↓,1
鳴らし,1
目線,1
繊細,1
店名,1
特注,1
花瓶,1
めまい,1
大げさ,1
しらす,1
真子,1
カレイ,1
きめ,1
細やか,1
度目,1
初回,1
もっと,1
気づけ,1
ゴールデンウィーク,1
ますます,1
～…,1
捩っ,1
おいしかっ,1
～～～～～～～～～～～～～～～～～～～～～～～～～,1
スタイリッシュ,1
気後れ,1
ｈｐ,1
チェック,1
ビクビク,1
ちょっぴり,1
づらい,1
仕組み,1
話しかけ,1
くだ,1
同年代,1
いつしか,1
質問,1
味見,1
印象深かっ,1
しめ,1
カニクリームコロッケ,1
ほた,1
とうに,1
卵焼き,1
画像,1
参照,1
あくまでも,1
シチュエーション,1
コストパフォーマンス,1
私的,1
～～～,1
レポ,1
/）,1
にく,1
道端,1
見逃す,1
ショップ,1
時々,1
ならさ,1
決して,1
自体,1
現し,1
工夫,1
お茶漬け,1
しょっちゅう,1
マスター,1
ふう,1
登っ,1
並ん,1
軽い,1
蒸し暑,1
わすれ,1
千葉,1
パターン,1
とり,1
申し分,1
イッパイ,1
小さ目,1
縦長,1
替わり,1
つくら,1
今月,1
フルーツ,1
余分,1
糖分,1
加え,1
いきま,1
わがまま,1
美しく,1
らし,1
きれ,1
悔い,1
のこり,1
本店,1
期限,1
切れる,1
ウーロン茶,1
シマアジエボダイ,1
びしめさばほっき,1
骨揚げ,1
♪♪,1
あて,1
ログ,1
ススメ,1
取引,1
教え,1
中間,1
自問自答,1
食す,1
多かっ,1
聖地,1
一角,1
づくり,1
何やら,1
秘匿,1
セクシー,1
あざとい,1
向き,1
考える,1
値打ち,1
ひとつ,1
飲める,1
きさく,1
来店,1
大分,1
書き込み,1
すでに,1
完成,1
大根,1
ツマ,1
焚き,1
作る,1
変化,1
もたらし,1
ひっそり,1
形式,1
演出,1
ダイニング,1
みんな,1
丸刈り,1
適温,1
スポンサー,1
独立,1
さわやか,1
しみず,1
格子戸,1
かかっ,1
服装,1
鮮度,1
食材,1
使っ,1
楽しま,1
相性,1
)[,1
新年,1
貸切,1
一輪挿し,1
おもてなし,1
現れ,1
初め,1
下仁田,1
こぼれ,1
長崎,1
すごい,1
さし,1
その間,1
ぎっちり,1
クリーミー,1
～。　,1
登場,1
シメ,1
ボイル,1
味わい深い,1
わら,1
どん,1
北海道,1
富山,1
叩き,1
とろろ,1
きゅうり,1
(＾＾;）　,1
アットホーム,1
昨日,1
バースデイソング,1
歌っ,1
笑い,1
ほっぺ,1
落ち,1
手配,1
幹事,1
ようやく,1
見方,1
待っ,1
たまたま,1
折り返し,1
みなさん,1
威勢,1
対外,1
青空,1
ざわざわ,1
分け,1
ゃりしゃりでおいしい,1
加わり,1
はいっ,1
以降,1
新子,1
成長,1
利か,1
つつ,1
且つ,1
思わ,1
合計,1
商品,1
利益,1
あげる,1
枝豆,1
むっちり,1
べたべた,1
利休,1
ぱさぱさ,1
げそ,1
もん,1
臭く,1
飛ん,1
生き,1
マコガレイ,1
至って,1
ごわごわ,1
もごもご,1
さっ,1
くり,1
切れ,1
意気,1
消沈,1
唯一,1
いたっ,1
両方,1
半分,1
切る,1
論外,1
コク,1
いまいち,1
兵衛,1
おぼろ,1
ゃりも,1
さる,1
魅了,1
ご存知,1
細身,1
クール,1
準備,1
お祝い,1
支払い,1
お花,1
なくなっ,1
楽しみ,1
選ん,1
アンパン,1
かわいい,1
地図,1
上京,1
自称,1
グルメ,1
同僚,1
尋ね,1
こころ,1
年齢,1
すがすがし,1
普段,1
ベテラン,1
つまり,1
おじさん,1
待ち構え,1
気負い,1
ソフト,1
どこ,1
取り上げ,1
常々,1
生涯,1
認識,1
改まり,1
御馳走様,1
歩い,1
便利,1
都度,1
沈み,1
世界,1
進出,1
出る,1
当地,1
ほのぼの,1
テンション,1
凄い,1
アオリイカ,1
岩塩,1
柑橘,1
若狭,1
照り,1
飲ん,1
なにか,1
思い出せ,1
揚げ,1
わぁ,1
河童,1
んで,1
夜来,1
貫徹,1
残業,1
上司,1
会社,1
アーバン,1
灰色,1
キン,1
コーン,1
ホンワリ,1
疲れ,1
熱い,1
オシボリ,1
覚ます,1
含み,1
ずらり,1
らっしゃる,1
難しい,1
見せびらかす,1
フレッシュ,1
ねた,1
代わり,1
ゅう,1
褒美,1
人数,1
ビジター,1
お薦め,1
ブラ,1
洒落,1
バッチ,1
飲む,1
改めて,1
面白かっ,1
近所,1
ビジネスマン,1
にぎやか,1
らしき,1
家族,1
評判,1
抹茶,1
わらび,1
桜餅,1
のれ,1
来なさ,1
来れ,1
中心,1
構え,1
に対して,1
異色,1
いえる,1
アップルストア,1
イメージ,1
飾ら,1
高揚,1
昼夜,1
受付,1
応対,1
良心,1
占め,1
信じ,1
広く,1
ゆったり,1
自家製,1
からすみ,1
書い,1
納得,1
探し,1
発見,1
！!,1
戸惑う,1
閉店,1
間際,1
かかわら,1
快く,1
はじまり,1
カワハギ,1
何気ない,1
心配り,1
に対する,1
愛情,1
気に入り,1
細い,1
明るい,1
微妙,1
楽しかっ,1
けれど,1
行け,1
